Ticker;Name;Market Cap;Sector;Industry
KOP;Koppers Holdings, Inc.;237,672,800.00;Basic Materials;Specialty Chemicals
KPTI;Karyopharm Therapeutics, Inc.;1,795,114,624.00;Healthcare;Biotechnology
KRA;Kraton Corp.;307,150,816.00;Basic Materials;Specialty Chemicals
KREF;KKR Real Estate Finance Trust, Inc.;822,058,368.00;Real Estate;REIT—Mortgage
KRG;Kite Realty Group Trust;641,958,656.00;Real Estate;REIT—Retail
KRNY;Kearny Financial Corp.;662,820,032.00;Financial Services;Banks—Regional
KRO;Kronos Worldwide, Inc.;1,064,022,080.00;Basic Materials;Specialty Chemicals
KRTX;Karuna Therapeutics, Inc.;2,242,590,720.00;Healthcare;Biotechnology
KRUS;Kura Sushi USA, Inc.;92,756,032.00;Consumer Cyclical;Restaurants
KRYS;Krystal Biotech, Inc.;861,408,064.00;Healthcare;Biotechnology
KTB;Kontoor Brands, Inc.;1,057,560,576.00;Consumer Cyclical;Apparel Manufacturing
KTOS;Kratos Defense & Security Solutions, Inc.;1,528,201,216.00;Industrials;Aerospace & Defense
KURA;Kura Oncology, Inc.;461,548,480.00;Healthcare;Biotechnology
KVHI;KVH Industries, Inc. (Delaware);150,016,112.00;Technology;Communication Equipment
KW;Kennedy-Wilson Holdings, Inc.;1,851,053,440.00;Real Estate;Real Estate Services
KWR;Quaker Chemical Corp.;2,311,117,568.00;Basic Materials;Specialty Chemicals
KZR;Kezar Life Sciences, Inc.;177,134,320.00;Healthcare;Biotechnology
LAD;Lithia Motors, Inc.;2,280,789,760.00;Consumer Cyclical;Auto & Truck Dealerships
LADR;Ladder Capital Corp.;851,678,080.00;Real Estate;REIT—Mortgage
LANC;Lancaster Colony Corp.;3,664,731,392.00;Consumer Defensive;Packaged Foods
LAND;Gladstone Land Corp.;277,291,040.00;Real Estate;REIT—Industrial
LASR;nLIGHT, Inc.;535,984,608.00;Technology;Semiconductors
LAUR;Laureate Education, Inc.;1,746,259,584.00;Consumer Defensive;Education & Training Services
LAWS;Lawson Products, Inc.;264,490,336.00;Industrials;Industrial Distribution
LBAI;Lakeland Bancorp, Inc.;524,800,608.00;Financial Services;Banks—Regional
LBC;Luther Burbank Corp.;543,040,128.00;Financial Services;Banks—Regional
LBRT;Liberty Oilfield Services, Inc.;392,830,912.00;Energy;Oil & Gas Equipment & Services
LC;LendingClub Corp.;458,341,952.00;Financial Services;Credit Services
LCI;Lannett Co., Inc.;335,255,328.00;Healthcare;Drug Manufacturers—Specialty & Generic
LCII;LCI Industries;1,922,994,688.00;Consumer Cyclical;Recreational Vehicles
LCNB;LCNB Corp.;155,758,896.00;Financial Services;Banks—Regional
LCTX;Lineage Cell Therapeutics, Inc.;110,468,416.00;Healthcare;Biotechnology
LCUT;Lifetime Brands, Inc.;102,232,704.00;Consumer Cyclical;Furnishings, Fixtures & Appliances
LDL;Lydall, Inc.;150,050,192.00;Industrials;Specialty Industrial Machinery
LE;Lands' End, Inc.;218,575,808.00;Consumer Cyclical;Specialty Retail
LEAF;Leaf Group Ltd.;29,263,960.00;Communication Services;Internet Content & Information
LEE;Lee Enterprises, Inc.;46,044,028.00;Communication Services;Publishing
LEGH;Legacy Housing Corp.;234,996,112.00;Consumer Cyclical;Residential Construction
LEVL;Level One Bancorp, Inc.;123,752,960.00;Financial Services;Banks—Regional
LFVN;LifeVantage Corp.;186,973,360.00;Consumer Defensive;Household & Personal Products
LGIH;LGI Homes, Inc.;1,176,508,288.00;Consumer Cyclical;Residential Construction
LGND;Ligand Pharmaceuticals, Inc.;1,489,070,720.00;Healthcare;Biotechnology
LHCG;LHC Group, Inc.;3,903,184,384.00;Healthcare;Medical Care Facilities
LILA;Liberty Latin America Ltd.;1,876,745,728.00;Communication Services;Telecom Services
LILAK;Liberty Latin America Ltd.;1,876,743,296.00;Communication Services;Telecom Services
LIND;Lindblad Expeditions Holdings, Inc.;252,072,304.00;Consumer Cyclical;Travel Services
LITE;Lumentum Holdings, Inc.;5,741,442,048.00;Technology;Communication Equipment
LIVN;LivaNova Plc;2,474,586,112.00;Healthcare;Medical Devices
LIVX;LiveXLive Media, Inc.;125,413,344.00;Communication Services;Entertainment
LJPC;La Jolla Pharmaceutical Co.;174,721,584.00;Healthcare;Biotechnology
LKFN;Lakeland Financial Corp. (Indiana);932,949,888.00;Financial Services;Banks—Regional
LKSD;LSC Communications, Inc.;1,290,073.00;Industrials;Specialty Business Services
LL;Lumber Liquidators Holdings, Inc.;154,183,088.00;Consumer Cyclical;Home Improvement Retail
LLNW;Limelight Networks, Inc.;689,141,504.00;Technology;Software—Infrastructure
LMAT;LeMaitre Vascular, Inc.;557,128,384.00;Healthcare;Medical Instruments & Supplies
LMNR;Limoneira Co.;229,292,864.00;Consumer Defensive;Farm Products
LMNX;Luminex Corp.;1,538,495,872.00;Healthcare;Medical Instruments & Supplies
LNDC;Landec Corp.;309,623,136.00;Consumer Defensive;Packaged Foods
LNN;Lindsay Corp.;982,499,648.00;Industrials;Farm & Heavy Construction Machinery
LNTH;Lantheus Holdings, Inc.;543,718,848.00;Healthcare;Diagnostics & Research
LOB;Live Oak Bancshares, Inc.;498,685,184.00;Financial Services;Banks—Regional
LOCO;El Pollo Loco Holdings, Inc.;379,118,880.00;Consumer Cyclical;Restaurants
LOGC;LogicBio Therapeutics, Inc.;130,245,328.00;Healthcare;Biotechnology
LORL;Loral Space & Communications, Inc.;475,127,808.00;Communication Services;Telecom Services
LOVE;The Lovesac Co.;147,764,224.00;Consumer Cyclical;Furnishings, Fixtures & Appliances
LPG;Dorian LPG Ltd.;494,225,504.00;Energy;Oil & Gas Midstream
LPI;Laredo Petroleum, Inc.;181,945,520.00;Energy;Oil & Gas E&P
LPSN;LivePerson, Inc.;1,451,416,448.00;Technology;Software—Application
LPX;Louisiana-Pacific Corp.;1,890,047,744.00;Industrials;Building Products & Equipment
LQDA;Liquidia Technologies, Inc.;168,225,200.00;Healthcare;Biotechnology
LQDT;Liquidity Services, Inc.;164,165,904.00;Consumer Cyclical;Internet Retail
LRN;K12, Inc.;962,712,768.00;Consumer Defensive;Education & Training Services
LSCC;Lattice Semiconductor Corp.;2,653,549,312.00;Technology;Semiconductors
LTC;LTC Properties, Inc.;1,272,617,600.00;Real Estate;REIT—Healthcare Facilities
LTHM;Livent Corp.;786,432,256.00;Basic Materials;Specialty Chemicals
LTRPA;Liberty TripAdvisor Holdings, Inc.;241,700,480.00;Communication Services;Internet Content & Information
LTS;Ladenburg Thalmann Financial Services, Inc.;520,606,816.00;;
LTXB;LegacyTexas Financial Group, Inc.;;;
LVGO;Livongo Health, Inc.;3,991,737,344.00;Healthcare;Medical Devices
LXFR;Luxfer Holdings Plc;381,295,072.00;Industrials;Specialty Industrial Machinery
LXP;Lexington Realty Trust;2,606,887,168.00;Real Estate;REIT—Diversified
LXRX;Lexicon Pharmaceuticals, Inc.;198,964,208.00;Healthcare;Biotechnology
LXU;LSB Industries, Inc.;46,006,024.00;Basic Materials;Chemicals
LZB;La-Z-Boy, Inc.;928,479,552.00;Consumer Cyclical;Furnishings, Fixtures & Appliances
MANT;ManTech International Corp.;3,078,875,136.00;Technology;Software—Application
MATW;Matthews International Corp.;702,775,616.00;Industrials;Conglomerates
MATX;Matson, Inc.;1,175,011,072.00;Industrials;Marine Shipping
MAXR;Maxar Technologies, Inc.;623,083,520.00;Technology;Communication Equipment
MBI;MBIA, Inc.;565,367,680.00;Financial Services;Insurance—Specialty
MBII;Marrone Bio Innovations, Inc.;100,038,016.00;Basic Materials;Agricultural Inputs
MBIN;Merchants Bancorp (Indiana);390,898,016.00;Financial Services;Banks—Regional
MBIO;Mustang Bio, Inc.;120,822,336.00;Healthcare;Biotechnology
MBUU;Malibu Boats, Inc.;574,516,160.00;Consumer Cyclical;Recreational Vehicles
MBWM;Mercantile Bank Corp.;354,083,616.00;Financial Services;Banks—Regional
MC;Moelis & Co.;1,541,821,056.00;Financial Services;Capital Markets
MCB;Metropolitan Bank Holding Corp.;180,456,992.00;Financial Services;Banks—Regional
MCBC;Macatawa Bank Corp.;243,911,536.00;Financial Services;Banks—Regional
MCFT;Mastercraft Boat Holdings, Inc.;163,621,968.00;Consumer Cyclical;Recreational Vehicles
MCHX;Marchex, Inc.;60,860,196.00;Communication Services;Advertising Agencies
MCRB;Seres Therapeutics, Inc.;253,284,736.00;Healthcare;Biotechnology
MCRI;Monarch Casino & Resort, Inc.;472,039,232.00;Consumer Cyclical;Resorts & Casinos
MCRN;Milacron Holdings Corp.;;;
MCS;Marcus Corp.;419,811,520.00;Communication Services;Entertainment
MDC;M.D.C. Holdings, Inc.;1,483,625,344.00;Consumer Cyclical;Residential Construction
MDCA;MDC Partners, Inc.;80,831,072.00;Communication Services;Advertising Agencies
MDCO;The Medicines Co.;6,786,328,576.00;Healthcare;Drug Manufacturers—Specialty & Generic
MDGL;Madrigal Pharmaceuticals, Inc.;1,317,653,760.00;Healthcare;Biotechnology
MDP;Meredith Corp.;514,613,568.00;Communication Services;Publishing
MDR;McDermott International, Inc.;131,658,032.00;Energy;Oil & Gas Equipment & Services
MDRX;Allscripts Healthcare Solutions, Inc.;1,006,999,232.00;Healthcare;Health Information Services
MEC;Mayville Engineering Co., Inc.;102,739,840.00;Industrials;Metal Fabrication
MED;Medifast, Inc.;792,503,872.00;Consumer Cyclical;Personal Services
MEDP;Medpace Holdings, Inc.;3,052,770,560.00;Healthcare;Diagnostics & Research
MEET;The Meet Group, Inc.;439,747,008.00;Communication Services;Internet Content & Information
MEI;Methode Electronics, Inc.;1,012,227,072.00;Technology;Electronic Components
MEIP;MEI Pharma, Inc.;244,857,680.00;Healthcare;Biotechnology
MESA;Mesa Air Group, Inc.;99,117,296.00;Industrials;Airlines
METC;Ramaco Resources, Inc.;100,327,992.00;Basic Materials;Coking Coal
MFIN;Medallion Financial Corp.;51,101,800.00;Financial Services;Credit Services
MFNC;Mackinac Financial Corp.;106,584,032.00;Financial Services;Banks—Regional
MFSF;MutualFirst Financial, Inc.;214,510,112.00;Financial Services;Banks—Regional
MG;MISTRAS Group, Inc.;119,624,200.00;Industrials;Security & Protection Services
MGEE;MGE Energy, Inc.;2,331,103,232.00;Utilities;Utilities—Diversified
MGLN;Magellan Health, Inc.;1,326,304,128.00;Healthcare;Healthcare Plans
MGNX;MacroGenics, Inc.;353,252,608.00;Healthcare;Biotechnology
MGPI;MGP Ingredients, Inc.;599,189,696.00;Consumer Defensive;Packaged Foods
MGRC;McGrath RentCorp;1,223,561,728.00;Industrials;Rental & Leasing Services
MGTA;Magenta Therapeutics, Inc.;327,597,248.00;Healthcare;Biotechnology
MGTX;MeiraGTx Holdings Plc;498,819,008.00;Healthcare;Biotechnology
MGY;Magnolia Oil & Gas Corp.;1,311,718,400.00;Energy;Oil & Gas E&P
MHO;M/I Homes, Inc.;520,216,096.00;Consumer Cyclical;Residential Construction
MIK;Michaels Cos., Inc.;330,405,760.00;Consumer Cyclical;Specialty Retail
MINI;Mobile Mini, Inc.;1,096,712,704.00;Industrials;Rental & Leasing Services
MIRM;Mirum Pharmaceuticals, Inc.;369,170,592.00;Healthcare;Biotechnology
MITK;Mitek Systems, Inc.;346,841,312.00;Technology;Software—Application
MITT;AG Mortgage Investment Trust, Inc.;83,509,184.00;Real Estate;REIT—Mortgage
MJCO;Majesco;241,255,200.00;Technology;Software—Application
MLAB;Mesa Laboratories, Inc.;972,123,584.00;Technology;Scientific & Technical Instruments
MLHR;Herman Miller, Inc.;1,164,825,344.00;Industrials;Business Equipment & Supplies
MLI;Mueller Industries, Inc.;1,381,984,256.00;Industrials;Metal Fabrication
MLND;Millendo Therapeutics, Inc.;26,851,756.00;Healthcare;Biotechnology
MLP;Maui Land & Pineapple Co., Inc.;196,821,136.00;Real Estate;Real Estate—Development
MLR;Miller Industries, Inc. (Tennessee);311,940,416.00;Consumer Cyclical;Auto Parts
MLVF;Malvern Bancorp, Inc.;90,057,776.00;Financial Services;Banks—Regional
MMAC;MMA Capital Holdings, Inc.;133,965,272.00;Financial Services;Mortgage Finance
MMI;Marcus & Millichap, Inc.;1,084,756,480.00;Real Estate;Real Estate Services
MMS;MAXIMUS, Inc.;4,119,879,680.00;Industrials;Specialty Business Services
MMSI;Merit Medical Systems, Inc.;2,090,511,872.00;Healthcare;Medical Instruments & Supplies
MNK;Mallinckrodt Plc;291,357,952.00;Healthcare;Drug Manufacturers—Specialty & Generic
MNKD;MannKind Corp.;266,411,232.00;Healthcare;Biotechnology
MNLO;Menlo Therapeutics, Inc.;88,595,000.00;Healthcare;Biotechnology
MNOV;MediciNova, Inc.;229,010,768.00;Healthcare;Biotechnology
MNR;Monmouth Real Estate Investment Corp.;1,212,825,216.00;Real Estate;REIT—Industrial
MNRL;Brigham Minerals, Inc.;624,547,840.00;Energy;Oil & Gas E&P
MNRO;Monro, Inc.;1,526,727,808.00;Consumer Cyclical;Auto Parts
MNSB;MainStreet Bancshares, Inc.;120,599,360.00;Financial Services;Banks—Regional
MNTA;Momenta Pharmaceuticals, Inc.;3,632,037,632.00;Healthcare;Drug Manufacturers—Specialty & Generic
MOBL;MobileIron, Inc.;552,467,648.00;Technology;Software—Application
MOD;Modine Manufacturing Co.;204,755,040.00;Consumer Cyclical;Auto Parts
MODN;Model N, Inc.;847,022,016.00;Technology;Software—Application
MOFG;MidWestOne Financial Group, Inc.;304,036,704.00;Financial Services;Banks—Regional
MOG.A;Moog, Inc.;;;
MORF;Morphic Holding, Inc.;449,021,952.00;Healthcare;Biotechnology
MOV;Movado Group, Inc.;202,918,976.00;Consumer Cyclical;Luxury Goods
MPAA;Motorcar Parts of America, Inc.;222,080,144.00;Consumer Cyclical;Auto Parts
MPB;Mid Penn Bancorp, Inc.;139,850,704.00;Financial Services;Banks—Regional
MPX;Marine Products Corp.;278,942,976.00;Consumer Cyclical;Recreational Vehicles
MR;Montage Resources Corp.;214,603,120.00;Energy;Oil & Gas E&P
MRC;MRC Global, Inc.;318,421,536.00;Energy;Oil & Gas Equipment & Services
MRCY;Mercury Systems, Inc.;4,437,089,792.00;Industrials;Aerospace & Defense
MRKR;Marker Therapeutics, Inc.;93,995,648.00;Healthcare;Biotechnology
MRLN;Marlin Business Services Corp.;70,761,064.00;Financial Services;Credit Services
MRNS;Marinus Pharmaceuticals, Inc.;161,338,256.00;Healthcare;Biotechnology
MRSN;Mersana Therapeutics, Inc.;529,301,824.00;Healthcare;Biotechnology
MRTN;Marten Transport Ltd.;1,177,429,760.00;Industrials;Trucking
MRTX;Mirati Therapeutics, Inc.;3,687,732,224.00;Healthcare;Biotechnology
MSA;MSA Safety, Inc.;3,759,540,480.00;Industrials;Security & Protection Services
MSBI;Midland States Bancorp, Inc.;381,454,464.00;Financial Services;Banks—Regional
MSEX;Middlesex Water Co.;1,022,989,312.00;Utilities;Utilities—Regulated Water
MSGN;MSG Networks, Inc.;660,627,072.00;Communication Services;Entertainment
MSON;Misonix, Inc.;200,685,072.00;Healthcare;Medical Devices
MSTR;MicroStrategy, Inc.;1,230,081,408.00;Technology;Software—Application
MTDR;Matador Resources Co.;510,572,224.00;Energy;Oil & Gas E&P
MTEM;Molecular Templates, Inc.;756,842,176.00;Healthcare;Biotechnology
MTH;Meritage Homes Corp.;1,518,939,008.00;Consumer Cyclical;Residential Construction
MTOR;Meritor, Inc.;1,172,951,680.00;Consumer Cyclical;Auto Parts
MTRN;Materion Corp.;964,541,760.00;Basic Materials;Other Industrial Metals & Mining
MTRX;Matrix Service Co.;242,228,976.00;Energy;Oil & Gas Equipment & Services
MTSC;MTS Systems Corp.;322,891,968.00;Technology;Scientific & Technical Instruments
MTSI;MACOM Technology Solutions Holdings, Inc.;1,699,891,712.00;Technology;Semiconductors
MTW;The Manitowoc Co., Inc.;272,027,584.00;Industrials;Farm & Heavy Construction Machinery
MTX;Minerals Technologies, Inc.;1,306,272,768.00;Basic Materials;Chemicals
MTZ;MasTec, Inc.;2,436,486,400.00;Industrials;Engineering & Construction
MUSA;Murphy USA, Inc.;3,305,455,872.00;Consumer Cyclical;Specialty Retail
MVBF;MVB Financial Corp.;147,661,680.00;Financial Services;Banks—Regional
MWA;Mueller Water Products, Inc.;1,354,368,512.00;Industrials;Specialty Industrial Machinery
MXL;MaxLinear, Inc.;1,141,081,088.00;Technology;Semiconductors
MYE;Myers Industries, Inc.;387,254,656.00;Consumer Cyclical;Packaging & Containers
MYGN;Myriad Genetics, Inc.;1,067,557,376.00;Healthcare;Diagnostics & Research
MYOK;MyoKardia, Inc.;2,939,316,736.00;Healthcare;Biotechnology
MYRG;MYR Group, Inc.;451,740,576.00;Industrials;Engineering & Construction
NANO;Nanometrics, Inc.;;;
NAT;Nordic American Tankers Ltd.;803,881,280.00;Industrials;Marine Shipping
NATH;Nathan's Famous, Inc.;239,063,776.00;Consumer Cyclical;Restaurants
NATR;Nature's Sunshine Products, Inc.;161,042,544.00;Consumer Defensive;Household & Personal Products
NAV;Navistar International Corp.;2,178,850,560.00;Industrials;Farm & Heavy Construction Machinery
NBEV;New Age Beverages Corp.;132,427,344.00;Consumer Defensive;Beverages—Non-Alcoholic
NBHC;National Bank Holdings Corp.;698,984,384.00;Financial Services;Banks—Regional
NBN;Northeast Bank (Maine);112,607,000.00;Financial Services;Banks—Regional
NBR;Nabors Industries Ltd.;85,549,968.00;Energy;Oil & Gas Drilling
NBTB;NBT Bancorp, Inc.;1,359,926,912.00;Financial Services;Banks—Regional
NC;NACCO Industries, Inc.;189,187,520.00;Energy;Thermal Coal
NCBS;Nicolet Bankshares, Inc.;536,324,224.00;Financial Services;Banks—Regional
NCI;Navigant Consulting, Inc.;;;
NCMI;National CineMedia, Inc.;247,593,008.00;Communication Services;Advertising Agencies
NCSM;NCS Multistage Holdings, Inc.;27,746,124.00;Energy;Oil & Gas Equipment & Services
NDLS;Noodles & Co.;232,585,120.00;Consumer Cyclical;Restaurants
NE;Noble Corp. Plc;62,738,000.00;Energy;Oil & Gas Drilling
NEO;NeoGenomics, Inc.;2,976,796,416.00;Healthcare;Diagnostics & Research
NEOG;Neogen Corp.;3,393,698,560.00;Healthcare;Diagnostics & Research
NERV;Minerva Neurosciences, Inc.;307,477,760.00;Healthcare;Biotechnology
NESR;National Energy Services Reunited Corp.;505,686,336.00;Energy;Oil & Gas Equipment & Services
NEWM;New Media Investment Group, Inc.;;;
NEXT;NextDecade Corp.;224,758,688.00;Energy;Oil & Gas E&P
NFBK;Northfield Bancorp, Inc. (New Jersey);512,049,152.00;Financial Services;Banks—Regional
NG;NovaGold Resources, Inc.;3,950,156,800.00;Basic Materials;Gold
NGHC;National General Holdings Corp.;1,871,650,048.00;Financial Services;Insurance—Property & Casualty
NGM;NGM Biopharmaceuticals, Inc.;1,114,694,784.00;Healthcare;Biotechnology
NGS;Natural Gas Services Group, Inc.;65,708,564.00;Energy;Oil & Gas Equipment & Services
NGVC;Natural Grocers by Vitamin Cottage, Inc.;224,224,304.00;Consumer Defensive;Grocery Stores
NGVT;Ingevity Corp.;1,592,977,920.00;Basic Materials;Specialty Chemicals
NHC;National HealthCare Corp.;1,080,186,496.00;Healthcare;Medical Care Facilities
NHI;National Health Investors, Inc.;2,244,108,800.00;Real Estate;REIT—Healthcare Facilities
NINE;Nine Energy Service, Inc.;26,817,538.00;Energy;Oil & Gas Equipment & Services
NJR;New Jersey Resources Corp.;3,079,291,392.00;Utilities;Utilities—Regulated Gas
NKSH;National Bankshares, Inc.;171,324,640.00;Financial Services;Banks—Regional
NL;NL Industries, Inc.;132,615,504.00;Industrials;Security & Protection Services
NMIH;NMI Holdings, Inc.;772,760,704.00;Financial Services;Insurance—Property & Casualty
NMRK;Newmark Group, Inc.;585,433,216.00;Real Estate;Real Estate Services
NNBR;NN, Inc.;105,207,312.00;Industrials;Conglomerates
NNI;Nelnet, Inc.;1,743,997,824.00;Financial Services;Credit Services
NODK;NI Holdings, Inc.;261,451,296.00;Financial Services;Insurance—Property & Casualty
NOG;Northern Oil & Gas, Inc.;301,064,576.00;Energy;Oil & Gas E&P
NOVA;Sunnova Energy International, Inc.;1,033,521,024.00;Technology;Solar
NOVT;Novanta, Inc.;2,877,553,664.00;Technology;Scientific & Technical Instruments
NP;Neenah, Inc.;726,701,504.00;Basic Materials;Paper & Paper Products
NPK;National Presto Industries, Inc.;622,340,352.00;Industrials;Aerospace & Defense
NPO;EnPro Industries, Inc.;818,158,336.00;Industrials;Specialty Industrial Machinery
NPTN;NeoPhotonics Corp.;427,028,448.00;Technology;Semiconductors
NR;Newpark Resources, Inc.;91,695,552.00;Energy;Oil & Gas Equipment & Services
NRC;National Research Corp.;1,280,553,856.00;Healthcare;Diagnostics & Research
NRCG;NRC Group Holdings Corp.;;;
NRIM;Northrim BanCorp, Inc.;148,907,600.00;Financial Services;Banks—Regional
NSA;National Storage Affiliates Trust;1,872,788,864.00;Real Estate;REIT—Industrial
NSIT;Insight Enterprises, Inc.;1,740,640,512.00;Technology;Information Technology Services
NSP;Insperity, Inc.;1,565,810,048.00;Industrials;Staffing & Employment Services
NSSC;Napco Security Technologies, Inc.;342,519,808.00;Industrials;Security & Protection Services
NSTG;NanoString Technologies, Inc.;1,092,615,936.00;Healthcare;Biotechnology
NTB;The Bank of N.T. Butterfield & Son Ltd.;943,399,936.00;Financial Services;Banks—Diversified
NTCT;NetScout Systems, Inc.;1,851,549,824.00;Technology;Software—Infrastructure
NTGN;Neon Therapeutics, Inc.;85,928,040.00;Healthcare;Biotechnology
NTGR;NETGEAR, Inc.;640,969,216.00;Technology;Communication Equipment
NTLA;Intellia Therapeutics, Inc.;717,209,344.00;Healthcare;Biotechnology
NTRA;Natera, Inc.;2,839,513,856.00;Healthcare;Diagnostics & Research
NTUS;Natus Medical, Inc.;857,743,232.00;Healthcare;Medical Devices
NUVA;NuVasive, Inc.;2,978,227,968.00;Healthcare;Medical Devices
NVAX;Novavax, Inc.;1,050,156,928.00;Healthcare;Biotechnology
NVCR;Novocure Ltd.;7,279,741,952.00;;
NVEC;NVE Corp.;251,071,792.00;Technology;Semiconductors
NVEE;NV5 Global, Inc.;511,493,056.00;Industrials;Engineering & Construction
NVRO;Nevro Corp.;3,863,174,912.00;Healthcare;Medical Devices
NVTA;Invitae Corp.;1,944,690,048.00;Healthcare;Diagnostics & Research
NWBI;Northwest Bancshares, Inc. (Pennsylvania);1,109,974,912.00;Financial Services;Banks—Regional
NWE;NorthWestern Corp.;2,900,932,096.00;Utilities;Utilities—Diversified
NWFL;Norwood Financial Corp.;137,056,624.00;Financial Services;Banks—Regional
NWLI;National Western Life Group, Inc.;612,305,728.00;Financial Services;Insurance—Life
NWN;Northwest Natural Holding Co.;1,922,016,128.00;Utilities;Utilities—Regulated Gas
NWPX;Northwest Pipe Co.;222,806,928.00;Industrials;Metal Fabrication
NX;Quanex Building Products Corp.;343,647,648.00;Industrials;Building Products & Equipment
NXGN;NextGen Healthcare, Inc.;681,322,496.00;Healthcare;Health Information Services
NXRT;NexPoint Residential Trust, Inc.;701,740,928.00;Real Estate;REIT—Residential
NXTC;NextCure, Inc.;993,092,928.00;Healthcare;Biotechnology
NYMT;New York Mortgage Trust, Inc.;764,372,736.00;Real Estate;REIT—Mortgage
NYNY;Empire Resorts, Inc.;;;
OAS;Oasis Petroleum, Inc.;216,896,432.00;Energy;Oil & Gas E&P
OBNK;Origin Bancorp, Inc.;476,095,712.00;Financial Services;Banks—Regional
OCFC;OceanFirst Financial Corp.;909,910,400.00;Financial Services;Banks—Regional
OCN;Ocwen Financial Corp.;55,072,280.00;Financial Services;Mortgage Finance
OCUL;Ocular Therapeutix, Inc.;257,101,040.00;Healthcare;Biotechnology
OCX;OncoCyte Corp.;141,809,392.00;Healthcare;Biotechnology
ODC;Oil-Dri Corp. of America;266,042,896.00;Basic Materials;Specialty Chemicals
ODP;Office Depot, Inc.;941,776,640.00;Consumer Cyclical;Specialty Retail
ODT;Odonate Therapeutics, Inc.;886,544,704.00;Healthcare;Biotechnology
OEC;Orion Engineered Carbons SA;448,814,272.00;Basic Materials;Specialty Chemicals
OFG;OFG Bancorp;608,287,936.00;Financial Services;Banks—Regional
OFIX;Orthofix Medical, Inc.;632,910,272.00;Healthcare;Medical Devices
OFLX;Omega Flex, Inc.;843,883,456.00;Industrials;Specialty Industrial Machinery
OGS;ONE Gas, Inc.;4,532,182,016.00;Utilities;Utilities—Regulated Gas
OII;Oceaneering International, Inc.;416,921,824.00;Energy;Oil & Gas Equipment & Services
OIS;Oil States International, Inc.;179,918,736.00;Energy;Oil & Gas Equipment & Services
OLBK;Old Line Bancshares, Inc.;490,265,696.00;;
OLP;One Liberty Properties, Inc.;281,947,072.00;Real Estate;REIT—Diversified
OMCL;Omnicell, Inc.;3,011,493,120.00;Healthcare;Health Information Services
OMER;Omeros Corp.;822,834,944.00;Healthcare;Biotechnology
OMI;Owens & Minor, Inc.;444,503,232.00;Healthcare;Medical Distribution
OMN;OMNOVA Solutions, Inc.;455,533,440.00;;
ONB;Old National Bancorp;2,171,183,104.00;Financial Services;Banks—Regional
ONCE;Spark Therapeutics, Inc.;4,375,091,200.00;;
ONDK;On Deck Capital, Inc.;63,092,848.00;Financial Services;Credit Services
OOMA;Ooma, Inc.;259,073,616.00;Communication Services;Telecom Services
OPB;Opus Bank;591,577,216.00;Financial Services;Banks—Regional
OPBK;OP Bancorp;106,046,576.00;Financial Services;Banks—Regional
OPI;Office Properties Income Trust;1,205,986,560.00;Real Estate;REIT—Office
OPK;OPKO Health, Inc.;1,379,847,680.00;Healthcare;Diagnostics & Research
OPRX;OptimizeRx Corp.;137,281,936.00;Healthcare;Health Information Services
OPTN;OptiNose, Inc.;183,624,800.00;Healthcare;Drug Manufacturers—Specialty & Generic
OPY;Oppenheimer Holdings, Inc.;244,797,408.00;Financial Services;Capital Markets
ORA;Ormat Technologies, Inc.;3,016,209,920.00;Utilities;Utilities—Renewable
ORBC;ORBCOMM, Inc.;197,430,144.00;Communication Services;Telecom Services
ORC;Orchid Island Capital, Inc.;241,101,232.00;Real Estate;REIT—Mortgage
ORGO;Organogenesis Holdings, Inc.;391,928,032.00;Healthcare;Drug Manufacturers—Specialty & Generic
ORIT;Oritani Financial Corp.;839,853,248.00;;
ORRF;Orrstown Financial Services, Inc.;139,063,008.00;Financial Services;Banks—Regional
OSBC;Old Second Bancorp, Inc.;190,621,280.00;Financial Services;Banks—Regional
OSG;Overseas Shipholding Group, Inc.;218,907,056.00;Energy;Oil & Gas Midstream
OSIS;OSI Systems, Inc.;1,338,461,696.00;Technology;Electronic Components
OSMT;Osmotica Pharmaceuticals Plc;239,717,712.00;Healthcare;Biotechnology
OSPN;OneSpan, Inc.;658,031,424.00;Technology;Software—Application
OSTK;Overstock.com, Inc.;313,734,720.00;Consumer Cyclical;Internet Retail
OSUR;OraSure Technologies, Inc.;987,033,856.00;Healthcare;Medical Instruments & Supplies
OSW;OneSpaWorld Holdings Ltd.;258,535,056.00;Consumer Cyclical;Leisure
OTTR;Otter Tail Corp.;1,743,919,872.00;Utilities;Utilities—Diversified
OVBC;Ohio Valley Banc Corp.;111,547,584.00;Financial Services;Banks—Regional
OVLY;Oak Valley Bancorp;101,060,984.00;Financial Services;Banks—Regional
OXM;Oxford Industries, Inc.;608,374,528.00;Consumer Cyclical;Apparel Manufacturing
PACB;Pacific Biosciences of California, Inc.;486,969,344.00;Healthcare;Diagnostics & Research
PACD;Pacific Drilling SA;44,863,424.00;Energy;Oil & Gas Drilling
PAHC;Phibro Animal Health Corp.;916,678,592.00;Healthcare;Drug Manufacturers—Specialty & Generic
PAR;PAR Technology Corp.;296,460,128.00;Technology;Software—Application
PARR;Par Pacific Holdings, Inc.;349,469,376.00;Energy;Oil & Gas Refining & Marketing
PATK;Patrick Industries, Inc.;780,185,664.00;Industrials;Building Products & Equipment
